"","OBJECTID","PROVINCE","DISTRICT","TEHSIL","SHAPE_Leng","Area_Sq_Km","Shape_Le_1","Shape_Area","id","penta3_in_clinic","penta3_out_clinic"
"286",288,"PUNJAB","ATTOCK","ATTOCK",2.18616218185,1090.68004581,2.18616218911,0.105943930102,"286",10,244
"287",289,"PUNJAB","ATTOCK","FATEH JANG",1.88092210929,1310.41839628,1.8809221135,0.126920035436,"287",45,213
"288",290,"PUNJAB","ATTOCK","HASSANABDAL",1.27983265136,381.159837084,1.27983264822,0.0370387113205,"288",17,125
"289",291,"PUNJAB","ATTOCK","HAZRO",1.21138895395,387.077207237,1.21138895688,0.0376718497539,"289",46,326
"290",292,"PUNJAB","ATTOCK","JAND",3.18130298531,2122.88996139,3.18130298674,0.205458977304,"290",48,370
"291",293,"PUNJAB","ATTOCK","PINDI GHEB",2.3478440407,1544.9147662,2.34784403995,0.149286317059,"291",36,351
"292",294,"PUNJAB","BAHAWALNAGAR","BAHAWALNAGAR",2.12912171388,1803.39534023,2.16642707859,0.186810514192,"292",22,777
"293",295,"PUNJAB","BAHAWALNAGAR","CHISHTIAN",2.45105532732,1823.78394265,2.45105531731,0.169562479346,"293",33,651
"294",296,"PUNJAB","BAHAWALNAGAR","FORT ABBAS",2.75161484274,2401.52456911,2.75161484294,0.222078140748,"294",5,186
"295",297,"PUNJAB","BAHAWALNAGAR","HAROONABAD",1.61757858231,1130.12582369,1.61757858226,0.104785487036,"295",19,377
"296",298,"PUNJAB","BAHAWALNAGAR","MINCHINABAD",2.01380381391,1417.67937901,2.01380381224,0.132189415974,"296",26,458
"297",299,"PUNJAB","BAHAWALPUR","AHMADPUR EAST",1.93178662608,1478.92405598,1.93178662251,0.137260383826,"297",209,853
"298",300,"PUNJAB","BAHAWALPUR","BAHAWALPUR",2.73940956816,1181.25213355,2.73940957036,0.10962840541,"298",63,953
"299",301,"PUNJAB","BAHAWALPUR","BAHAWALPUR CITY",1.53152629898,245.826837743,1.53152630021,0.0228364694867,"299",25,213
"300",302,"PUNJAB","BAHAWALPUR","HASILPUR",2.46603391559,1124.31672477,2.46603391269,0.104523331801,"300",84,415
"301",303,"PUNJAB","BAHAWALPUR","KHAIRPUR TAMEWALI",1.74800543405,725.334808558,1.74800543447,0.0674442908616,"301",28,316
"302",304,"PUNJAB","BAHAWALPUR","YAZMAN",8.00816202689,19177.7459282,8.00816202682,1.76881531433,"302",76,821
"303",305,"PUNJAB","BHAKKAR","BHAKKAR",2.32535357851,1830.76182111,2.32535358358,0.173854499289,"303",10,568
"304",306,"PUNJAB","BHAKKAR","DARYA KHAN",2.04510005276,1384.6620652,2.04510005477,0.13184421513,"304",6,202
"305",307,"PUNJAB","BHAKKAR","KALUR KOT",1.93806691189,1749.69732296,1.93806691214,0.167006998465,"305",18,343
"306",308,"PUNJAB","BHAKKAR","MANKERA",2.75352050749,3560.98494102,2.75352050637,0.33758009463,"306",12,129
"307",309,"PUNJAB","CHAKWAL","CHAKWAL",2.43162580846,2198.63402934,2.43162580967,0.21162524639,"307",54,720
